Tech_ID,Depot_Assigned,Years of Exp,SkillSet,Rate per hour
T9739,"CCJM+5GV, Unnamed Road, Annigeri, Karnataka 582201, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9740,"HHC8+7R5, Aland, Karnataka 585302, India",1,Equipment installation,Rs.500
T9741,"XHV2+982, Belalkanda, Bhatkal, Karnataka 581320, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9742,"Mini Vidana Soundha, Ballari - Hubballi Rd, New Hubli, Hubballi, Karnataka 580020, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9743,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9744,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",2,Equipment installation,Rs.500
T9745,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",3,Equipment installation,Rs.500
T9746,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9747,"JVPV+G7J, Siruguppa, Karnataka 583121, India",1,Equipment installation,Rs.500
T9748,"VG86+HWR, NH 4A, Khade Bazar, Raviwar Peth, Belagavi, Karnataka 590001, India",1,Equipment installation,Rs.500
T9749,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9750,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585127",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9751,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",4,Equipment installation,Rs.500
T9752,"3HXV+35F, NES Office Rd, Suggappa Layout, East Colony, Yelahanka New Town, Bengaluru, Karnataka 560064, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9753,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9754,"VG86+HWR, NH 4A, Khade Bazar, Raviwar Peth, Belagavi, Karnataka 590001, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9755,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9756,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",4,Equipment installation,Rs.500
T9757,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",4,Equipment installation,Rs.500
T9758,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9759,"HRWX+RQV, Somwarpet, Karnataka 571236, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9760,"WHPG+VH4, SH 25, Basavanagudi, Shivamogga, Karnataka 577201, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9761,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9762,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585301",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9763,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9764,"X2FR+8FJ, TDB Road, Mundgod, Karnataka 581349, India",3,Equipment installation,Rs.500
T9765,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",1,Equipment installation,Rs.500
T9766,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9767,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9768,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9769,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",1,Equipment installation,Rs.500
T9770,"F234+6PQ, Railway Station Rd, UB Hills, Malmaddi, Dharwad, Karnataka 580001, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9771,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9772,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585298",2,Equipment installation,Rs.500
T9773,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",2,Equipment installation,Rs.500
T9774,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",2,Equipment installation,Rs.500
T9775,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",4,Equipment installation,Rs.500
T9776,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585491",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9777,"CPGQ+GJW, Alnavar, Karnataka 581103, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9778,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",2,Equipment installation,Rs.500
T9779,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9780,"F234+6PQ, Railway Station Rd, UB Hills, Malmaddi, Dharwad, Karnataka 580001, India",1,Equipment installation,Rs.500
T9781,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",4,Equipment installation,Rs.500
T9782,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9783,"XHV2+982, Belalkanda, Bhatkal, Karnataka 581320, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9784,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",3,Equipment installation,Rs.500
T9785,"PXQG+6GW, Gajendragad, Karnataka 582114, India",1,Equipment installation,Rs.500
T9786,"VG86+HWR, NH 4A, Khade Bazar, Raviwar Peth, Belagavi, Karnataka 590001, India",3,Equipment installation,Rs.500
T9787,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9788,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9789,"Q53V+J25, SH 30, Kushtagi, Karnataka 583277, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9790,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9791,"Near, Fort Rd, Stuart Hill, Madikeri, Karnataka 571201, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9792,"VP23+JGF, Jai Bheem Nagar, Indira Nagar, Bhadravathi, Karnataka 577301, India",2,Equipment installation,Rs.500
T9793,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",2,Equipment installation,Rs.500
T9794,"6JQ2+VQ6, Hukkeri, Karnataka 591309, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9795,"W7XV+8GQ, Ramdurg, Karnataka 591123, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9796,"F94Q+PCG, Hirekerur, Karnataka 581111, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9797,"5RX2+33F, Court Rd, Virajpet, Karnataka 571218, India",4,Equipment installation,Rs.500
T9798,"VG86+HWR, NH 4A, Khade Bazar, Raviwar Peth, Belagavi, Karnataka 590001, India",2,Equipment installation,Rs.500
T9799,"PXQG+6GW, Gajendragad, Karnataka 582114, India",1,Equipment installation,Rs.500
T9800,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9801,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9802,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",2,Equipment installation,Rs.500
T9803,"Pampa Nagar, Koppal, SH-130, Kanakagiri Gangavathi Munirabad Road, Gangavathi, Gangavathi, Karnataka 583227, India",1,Equipment installation,Rs.500
T9804,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9805,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",1,Equipment installation,Rs.500
T9806,"XHV2+982, Belalkanda, Bhatkal, Karnataka 581320, India",1,Equipment installation,Rs.500
T9807,"CCF8+8C6, Kumta, Karnataka 581343, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9808,"Indira Nagar Rd, Indira Nagar, Chikodi, Karnataka 591201, India",4,Equipment installation,Rs.500
T9809,"5RX2+33F, Court Rd, Virajpet, Karnataka 571218, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9810,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585109",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9811,"RV96+FV6, Bailhongal, Karnataka 591102, India",2,Equipment installation,Rs.500
T9812,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9813,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9814,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",3,Equipment installation,Rs.500
T9815,"CCJM+5GV, Unnamed Road, Annigeri, Karnataka 582201, India",2,Equipment installation,Rs.500
T9816,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9817,"Q4CF+9W3, Mini Vidhana Soudha,road, Hangal, Karnataka, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9818,"VKG Nagar, Gulbarga, SH-22, Sindagi Kalaburagi Road, Afzalpur, Afzalpur, Karnataka 585301, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9819,"WXH2+JVW, Chamarajanagara-BR Hills Rd, Bhagirath Nagar, Chamarajnagar, Karnataka 571313, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9820,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9821,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9822,"Yelburga, Koppal SH-129, Chikkahesarur Mundaragi Road, Koppal, Karnataka 583236, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9823,"HHC8+7R5, Aland, Karnataka 585302, India",2,Equipment installation,Rs.500
T9824,"5VFF+5XH, Belur, Karnataka 573115, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9825,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9826,"FW99+HFM, M B Kere, Jalinagar, Davanagere, Karnataka 577001, India",1,Equipment installation,Rs.500
T9827,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9828,"HQWR+WH7, Kittur, Karnataka 591115, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9829,"Block 3, Electronics City Phase 1, Electronic City, B-103, 2nd Cross Road, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560125",2,Equipment installation,Rs.500
T9830,"3X8V+FG2, Mudbidri, Karnataka 574227, India",2,Equipment installation,Rs.500
T9831,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",4,Equipment installation,Rs.500
T9832,"X6MC+58Q, Shiggaon, Karnataka 581205, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9833,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585387",3,Equipment installation,Rs.500
T9834,"CJ44+289, Maruthi Nagar, Kampli, Karnataka 583132, India",2,Equipment installation,Rs.500
T9835,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9836,"4WV8+RWV, Fort Main Rd, Narayanappa Compound, Fort, Ballari, Karnataka 583104, India",2,Equipment installation,Rs.500
T9837,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",2,Equipment installation,Rs.500
T9838,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",4,Equipment installation,Rs.500
T9839,"X468+M23, Ilkal, Karnataka 587125, India",4,Equipment installation,Rs.500
T9840,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",4,Equipment installation,Rs.500
T9841,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9842,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9843,"M854+W9M, Ankola, Karnataka 581314, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9844,"VG86+HWR, NH 4A, Khade Bazar, Raviwar Peth, Belagavi, Karnataka 590001, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9845,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585494",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9846,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",3,Equipment installation,Rs.500
T9847,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",4,Equipment installation,Rs.500
T9848,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9849,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9850,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9851,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9852,"216, 2nd H Main Rd, East of NGEF Layout, Bennigana Halli, Bengaluru, Karnataka 560086",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9853,"VG86+HWR, NH 4A, Khade Bazar, Raviwar Peth, Belagavi, Karnataka 590001, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9854,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9855,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9856,"6V6M+4MV, Arabhavi - Challakere Rd, Laxmi chalapati Nagar, Mundargi, Karnataka 582118, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9857,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9858,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",4,Equipment installation,Rs.500
T9859,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",1,Equipment installation,Rs.500
T9860,"FW99+HFM, M B Kere, Jalinagar, Davanagere, Karnataka 577001, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9861,"QQ94+Q6F, Taluk panchayat, Sindhanur, Karnataka 584128, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9862,"VG86+HWR, NH 4A, Khade Bazar, Raviwar Peth, Belagavi, Karnataka 590001, India",4,Equipment installation,Rs.500
T9863,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",2,Equipment installation,Rs.500
T9864,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",1,Equipment installation,Rs.500
T9865,"VG86+HWR, NH 4A, Khade Bazar, Raviwar Peth, Belagavi, Karnataka 590001, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9866,"F234+6PQ, Railway Station Rd, UB Hills, Malmaddi, Dharwad, Karnataka 580001, India",3,Equipment installation,Rs.500
T9867,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585351",2,Equipment installation,Rs.500
T9868,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9869,"V2JJ+C7C, B.C Road, Bantwal, Karnataka 574219, India",1,Equipment installation,Rs.500
T9870,"V2JJ+C7C, B.C Road, Bantwal, Karnataka 574219, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9871,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9872,"HXQR+Q7, Kamalapur, Karnataka 585313, India",4,Equipment installation,Rs.500
T9873,"CJMP+336, Station Rd, Basaveshwara Nagar, Gadag-Betageri, Karnataka 582101, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9874,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9875,"Indira Nagar Rd, Indira Nagar, Chikodi, Karnataka 591201, India",2,Equipment installation,Rs.500
T9876,"Block 3, Electronics City Phase 1, Electronic City, B-103, 2nd Cross Road, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560230",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9877,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9878,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9879,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9880,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",2,Equipment installation,Rs.500
T9881,"Public Ground, Laksmi shiva talkies road, traffic police station road, near, Old Office Road, B.T.Patil Nagar, Koppal, Karnataka 583231, India",2,Equipment installation,Rs.500
T9882,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",2,Equipment installation,Rs.500
T9883,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9884,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T9885,"Mini Vidana Soundha, Ballari - Hubballi Rd, New Hubli, Hubballi, Karnataka 580020, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9886,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T9887,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",2,Equipment installation,Rs.500
T9888,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585148",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T9889,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585156",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
